JAKUB,2005,1,15803
KACPER,2005,1,12509
MATEUSZ,2005,1,9933
MICHAŁ,2005,1,6683
SZYMON,2005,1,6167
BARTOSZ,2005,1,5531
DAWID,2005,1,5500
KAMIL,2005,1,5264
MACIEJ,2005,1,4813
PIOTR,2005,1,4654
PAWEŁ,2005,1,4539
PATRYK,2005,1,4413
FILIP,2005,1,4374
MIKOŁAJ,2005,1,3907
KAROL,2005,1,3896
DOMINIK,2005,1,3633
WIKTOR,2005,1,3587
JAN,2005,1,3242
IGOR,2005,1,3065
ADAM,2005,1,2981
OSKAR,2005,1,2966
BARTŁOMIEJ,2005,1,2904
ADRIAN,2005,1,2694
HUBERT,2005,1,2643
ŁUKASZ,2005,1,2614
WOJCIECH,2005,1,2466
SEBASTIAN,2005,1,2352
KRZYSZTOF,2005,1,2282
OLIWIER,2005,1,2261
KRYSTIAN,2005,1,2233
TOMASZ,2005,1,2195
MARCIN,2005,1,2154
DAMIAN,2005,1,2104
MAKSYMILIAN,2005,1,2071
KONRAD,2005,1,1962
ALEKSANDER,2005,1,1918
DANIEL,2005,1,1697
MIŁOSZ,2005,1,1665
MARCEL,2005,1,1548
ANTONI,2005,1,1447
NIKODEM,2005,1,1140
ALAN,2005,1,1136
RAFAŁ,2005,1,1072
PRZEMYSŁAW,2005,1,1043
FRANCISZEK,2005,1,1025
ERYK,2005,1,1022
STANISŁAW,2005,1,928
GRZEGORZ,2005,1,874
NORBERT,2005,1,871
ARTUR,2005,1,791
RADOSŁAW,2005,1,779
FABIAN,2005,1,726
GABRIEL,2005,1,678
BŁAŻEJ,2005,1,666
ARKADIUSZ,2005,1,625
GRACJAN,2005,1,622
TYMOTEUSZ,2005,1,617
MAREK,2005,1,607
OLAF,2005,1,594
ROBERT,2005,1,550
BRAJAN,2005,1,456
CEZARY,2005,1,433
KAJETAN,2005,1,424
KUBA,2005,1,415
ANDRZEJ,2005,1,403
JULIAN,2005,1,370
JACEK,2005,1,363
MARIUSZ,2005,1,359
OLIVIER,2005,1,344
TOBIASZ,2005,1,314
SEWERYN,2005,1,306
EMIL,2005,1,296
DARIUSZ,2005,1,284
KSAWERY,2005,1,283
KEWIN,2005,1,282
ALEKS,2005,1,269
TYMON,2005,1,263
IGNACY,2005,1,256
KORNEL,2005,1,254
CYPRIAN,2005,1,236
JĘDRZEJ,2005,1,234
DORIAN,2005,1,232
BORYS,2005,1,220
OLIWER,2005,1,207
ALBERT,2005,1,200
NATAN,2005,1,195
KLAUDIUSZ,2005,1,194
JAROSŁAW,2005,1,189
REMIGIUSZ,2005,1,174
MAKSYM,2005,1,165
ALEX,2005,1,159
OLIVER,2005,1,159
SAMUEL,2005,1,153
WITOLD,2005,1,152
ERNEST,2005,1,151
DENIS,2005,1,150
DAVID,2005,1,147
ALEXANDER,2005,1,146
LEON,2005,1,142
SYLWESTER,2005,1,139
JAKUB,2006,1,15739
KACPER,2006,1,12516
MATEUSZ,2006,1,8969
SZYMON,2006,1,7350
BARTOSZ,2006,1,6975
MICHAŁ,2006,1,6585
DAWID,2006,1,5334
PIOTR,2006,1,4919
FILIP,2006,1,4682
MACIEJ,2006,1,4627
KAMIL,2006,1,4599
PATRYK,2006,1,4365
MIKOŁAJ,2006,1,4290
PAWEŁ,2006,1,3998
WIKTOR,2006,1,3995
DOMINIK,2006,1,3826
KAROL,2006,1,3808
OSKAR,2006,1,3406
ADAM,2006,1,3388
JAN,2006,1,3226
IGOR,2006,1,3154
TOMASZ,2006,1,2795
ŁUKASZ,2006,1,2765
ADRIAN,2006,1,2740
BARTŁOMIEJ,2006,1,2714
WOJCIECH,2006,1,2607
MAKSYMILIAN,2006,1,2603
KRZYSZTOF,2006,1,2523
HUBERT,2006,1,2448
OLIWIER,2006,1,2336
SEBASTIAN,2006,1,2336
ALEKSANDER,2006,1,2198
KRYSTIAN,2006,1,2185
MARCIN,2006,1,2011
DAMIAN,2006,1,1920
MIŁOSZ,2006,1,1912
KONRAD,2006,1,1880
ANTONI,2006,1,1846
MARCEL,2006,1,1840
DANIEL,2006,1,1617
ALAN,2006,1,1398
FRANCISZEK,2006,1,1310
NIKODEM,2006,1,1191
RAFAŁ,2006,1,1190
STANISŁAW,2006,1,1152
PRZEMYSŁAW,2006,1,1086
ERYK,2006,1,1018
FABIAN,2006,1,912
GRZEGORZ,2006,1,901
RADOSŁAW,2006,1,889
ARTUR,2006,1,806
GABRIEL,2006,1,778
TYMOTEUSZ,2006,1,753
BŁAŻEJ,2006,1,726
NORBERT,2006,1,673
ARKADIUSZ,2006,1,648
MAREK,2006,1,636
ROBERT,2006,1,598
GRACJAN,2006,1,577
KUBA,2006,1,570
OLAF,2006,1,558
KAJETAN,2006,1,549
ANDRZEJ,2006,1,459
OLIVIER,2006,1,442
JULIAN,2006,1,422
CEZARY,2006,1,411
TOBIASZ,2006,1,397
JACEK,2006,1,395
CYPRIAN,2006,1,368
EMIL,2006,1,344
ALEKS,2006,1,330
MARIUSZ,2006,1,323
BORYS,2006,1,322
KSAWERY,2006,1,311
IGNACY,2006,1,308
TYMON,2006,1,308
DARIUSZ,2006,1,298
KORNEL,2006,1,294
SEWERYN,2006,1,291
BRAJAN,2006,1,283
ALEX,2006,1,276
NATAN,2006,1,274
OLIVER,2006,1,244
DAVID,2006,1,236
DORIAN,2006,1,229
WITOLD,2006,1,216
JĘDRZEJ,2006,1,206
ALEXANDER,2006,1,191
BRUNO,2006,1,189
REMIGIUSZ,2006,1,188
OLIWER,2006,1,184
LEON,2006,1,181
KLAUDIUSZ,2006,1,180
SAMUEL,2006,1,179
JAROSŁAW,2006,1,177
KEVIN,2006,1,174
KEWIN,2006,1,169
MAKSYM,2006,1,162
NATANIEL,2006,1,159
ALBERT,2006,1,156
JAKUB,2007,1,16101
KACPER,2007,1,12188
MATEUSZ,2007,1,8650
SZYMON,2007,1,7956
BARTOSZ,2007,1,7660
MICHAŁ,2007,1,6843
DAWID,2007,1,5623
FILIP,2007,1,5579
PIOTR,2007,1,5224
WIKTOR,2007,1,4737
MACIEJ,2007,1,4561
MIKOŁAJ,2007,1,4263
PATRYK,2007,1,4155
PAWEŁ,2007,1,3995
KAMIL,2007,1,3983
DOMINIK,2007,1,3904
ADAM,2007,1,3795
IGOR,2007,1,3709
JAN,2007,1,3552
OSKAR,2007,1,3535
KAROL,2007,1,3220
ADRIAN,2007,1,2973
KRZYSZTOF,2007,1,2928
MAKSYMILIAN,2007,1,2839
TOMASZ,2007,1,2815
WOJCIECH,2007,1,2813
BARTŁOMIEJ,2007,1,2700
OLIWIER,2007,1,2647
ANTONI,2007,1,2490
ŁUKASZ,2007,1,2475
SEBASTIAN,2007,1,2475
ALEKSANDER,2007,1,2432
KRYSTIAN,2007,1,2399
HUBERT,2007,1,2297
MARCEL,2007,1,2297
MARCIN,2007,1,1987
MIŁOSZ,2007,1,1984
DAMIAN,2007,1,1879
FRANCISZEK,2007,1,1727
KONRAD,2007,1,1726
DANIEL,2007,1,1677
ALAN,2007,1,1576
NIKODEM,2007,1,1464
STANISŁAW,2007,1,1301
RAFAŁ,2007,1,1172
PRZEMYSŁAW,2007,1,1104
FABIAN,2007,1,1093
ERYK,2007,1,1072
GRZEGORZ,2007,1,978
ARTUR,2007,1,956
GABRIEL,2007,1,887
RADOSŁAW,2007,1,854
TYMOTEUSZ,2007,1,839
